DATE;Mapped_GCK;Sales_EUR
12.11.2020;#12;0
10.11.2020;#12;0
13.11.2020;#13;8492,88
11.11.2020;#8;0
30.11.2020;#8;184410,52
05.11.2020;#8;0
17.11.2020;#8;0
06.11.2020;#8;0
02.03.2020;#20;0
07.03.2020;#3;0
22.03.2020;#3;0
30.03.2019;#1;0
01.04.2019;#1;36991496,09
02.04.2019;#1;-40297,54
13.03.2020;#13;7524
31.03.2020;#13;2602,2
30.03.2020;#12;0
03.03.2020;#12;0
31.03.2020;#9;243
25.03.2020;#12;0
05.03.2020;#13;0
12.03.2020;#8;0
31.03.2020;#36;380,36
02.04.2020;#36;0
18.03.2020;#36;0
29.07.2020;#20;98
31.07.2020;#16;0
17.07.2020;#5;744873,14
10.07.2020;#6;43228,74
27.07.2020;#6;0
31.07.2020;#4;16835,1
17.07.2020;#4;56575,2
15.07.2020;#4;0
30.07.2020;#5;0
27.07.2020;#3;0
22.07.2020;#5;0
17.07.2020;#8;58508,32
24.07.2020;#3;2240650,14
23.07.2020;#3;0
09.07.2020;#5;0
20.07.2020;#5;0
03.04.2019;#1;0
04.04.2019;#1;0
06.07.2020;#9;0
07.07.2020;#12;0
05.04.2019;#1;0
24.07.2020;#12;36571,2
23.07.2020;#20;0
29.07.2020;#13;955,3
29.07.2020;#14;0
16.07.2020;#8;0
26.05.2020;#16;0
29.05.2020;#11;16520
27.05.2020;#11;688887
12.05.2020;#6;0
28.05.2020;#5;0
19.05.2020;#5;0
02.05.2020;#5;0
18.05.2020;#3;0
06.04.2019;#1;0
05.05.2020;#20;0
16.05.2020;#3;0
08.04.2019;#1;0
09.04.2019;#1;0
22.05.2020;#12;47367,29
26.05.2020;#12;0
11.05.2020;#13;0
13.05.2020;#6;0
28.05.2020;#8;0
20.05.2020;#8;0
29.08.2019;#16;2248,32
15.08.2019;#16;0
28.08.2019;#11;16320
09.08.2019;#11;2429072,37
15.05.2020;#6;201091,6
02.05.2020;#3;0
28.06.2019;#6;232130,22
25.06.2019;#6;0
04.06.2019;#6;0
14.06.2019;#6;5264,5
24.06.2019;#4;0
12.06.2019;#4;0
07.06.2019;#4;0
04.06.2019;#4;0
12.06.2019;#5;0
05.06.2019;#3;0
10.06.2019;#5;1294118,08
20.06.2019;#3;2964526,33
28.06.2019;#3;1686127,15
10.04.2019;#1;0
11.04.2019;#1;0
12.04.2019;#1;981306,85
10.06.2019;#20;232,75
27.06.2019;#9;0
13.06.2019;#8;0
04.06.2019;#8;0
14.05.2019;#16;97650
20.05.2019;#16;16969,8
28.05.2019;#5;2987468,19
31.05.2019;#5;52238,45
16.05.2019;#11;0
22.05.2019;#6;0
14.05.2019;#6;0
06.05.2019;#6;0
29.05.2019;#8;0
13.05.2019;#6;0
07.05.2019;#4;0
13.05.2019;#4;0
08.05.2019;#5;0
10.05.2019;#3;1843103,94
27.05.2019;#13;0
14.05.2019;#3;0
27.05.2019;#3;0
30.05.2019;#3;0
13.04.2019;#1;0
15.04.2019;#1;0
16.04.2019;#1;0
17.04.2019;#1;0
24.05.2019;#9;0
17.05.2019;#12;0
20.05.2019;#12;0
31.05.2019;#9;1379,15
18.04.2019;#1;0
10.05.2019;#13;0
28.05.2019;#9;2974,33
16.05.2019;#13;0
15.05.2019;#14;0
15.05.2019;#8;0
07.05.2019;#36;0
28.03.2019;#16;76986,52
27.03.2019;#16;89038,08
29.03.2019;#5;1868416,37
02.03.2019;#20;0
19.03.2019;#11;0
10.03.2019;#16;0
29.03.2019;#6;227886,31
22.03.2019;#5;5012198,42
22.03.2019;#4;163181,89
26.03.2019;#5;0
13.03.2019;#5;0
25.03.2019;#5;0
11.03.2019;#3;-4330,8
25.03.2019;#3;0
19.04.2019;#1;0
20.04.2019;#1;0
25.03.2019;#9;0
26.03.2019;#12;0
04.03.2019;#12;0
29.03.2019;#9;5949,94
14.03.2019;#12;0
12.03.2019;#20;0
28.03.2019;#8;0
13.03.2019;#8;0
26.03.2019;#36;0
02.09.2019;#11;0
13.08.2019;#6;0
07.08.2019;#6;0
05.08.2019;#5;0
22.08.2019;#3;0
19.08.2019;#3;0
21.08.2019;#3;0
27.08.2019;#3;0
22.04.2019;#1;0
19.08.2019;#12;0
23.04.2019;#1;617378,73
29.08.2019;#12;0
26.08.2019;#12;0
01.08.2019;#13;0
23.08.2019;#20;284,4
30.08.2019;#13;0
13.08.2019;#14;0
16.08.2019;#14;0
29.08.2019;#8;0
15.08.2019;#8;0
20.08.2019;#6;0
05.08.2019;#36;0
24.04.2019;#1;0
25.04.2019;#1;0
26.04.2019;#1;584542,06
27.04.2019;#1;0
29.04.2019;#1;0
30.04.2019;#1;553865,82
01.05.2019;#1;0
02.05.2019;#1;34241222,38
03.05.2019;#1;-65903,14
04.05.2019;#1;0
05.05.2019;#1;0
06.05.2019;#1;0
07.05.2019;#1;0
08.05.2019;#1;0
09.05.2019;#1;0
10.05.2019;#1;584227,81
11.05.2019;#1;0
13.05.2019;#1;0
14.05.2019;#1;0
15.05.2019;#1;0
16.05.2019;#1;0
29.04.2022;#3;1786755
01.04.2022;#12;1034
04.04.2022;#5;-15,66
24.01.2022;#3;993469,06
11.01.2022;#4;0
28.01.2022;#4;0
17.05.2019;#1;1419112,76
11.01.2022;#13;0
18.05.2019;#1;0
27.04.2022;#5;6780279,74
29.04.2022;#12;31010
20.05.2019;#1;0
27.04.2022;#8;430877,77
28.04.2022;#12;0
24.01.2022;#11;42007,25
10.01.2022;#11;0
06.01.2022;#16;8285
27.01.2022;#3;2808938,75
03.01.2022;#6;0
27.01.2022;#6;14795,1
21.01.2022;#4;28832,67
28.01.2022;#5;0
14.01.2022;#5;250029,94
20.01.2022;#3;0
21.05.2019;#1;0
22.05.2019;#1;0
11.01.2022;#9;0
23.05.2019;#1;1304096,64
26.01.2022;#8;0
25.04.2022;#8;0
25.01.2022;#6;0
24.05.2019;#1;0
04.01.2022;#14;0
25.05.2019;#1;0
27.05.2019;#1;0
26.04.2022;#16;0
12.04.2022;#16;1075,85
25.04.2022;#11;0
08.04.2022;#11;335005
19.04.2022;#4;0
29.04.2022;#4;27925,71
13.04.2022;#4;0
15.04.2022;#36;15912
17.12.2021;#5;962439,55
09.12.2021;#5;0
06.12.2021;#5;0
21.12.2021;#8;0
28.05.2019;#1;910850,22
29.05.2019;#1;0
30.05.2019;#1;0
31.05.2019;#1;504367,62
01.06.2019;#1;0
16.12.2021;#8;0
16.12.2021;#14;0
22.12.2021;#12;66025
14.12.2021;#9;0
06.12.2021;#14;0
30.12.2021;#20;156
21.12.2021;#9;0
09.12.2021;#8;0
03.12.2021;#8;0
27.12.2021;#12;0
08.12.2021;#12;0
13.12.2021;#36;0
03.06.2019;#1;34709584,13
04.03.2022;#16;25785,48
04.06.2019;#1;-90035,31
05.06.2019;#1;0
06.06.2019;#1;0
07.06.2019;#1;0
08.06.2019;#1;0
10.06.2019;#1;246085,59
11.06.2019;#1;0
12.06.2019;#1;0
13.06.2019;#1;0
30.03.2022;#12;0
25.03.2022;#12;0
24.03.2022;#11;11320
29.03.2022;#11;1371746,6
23.03.2022;#11;0
18.03.2022;#5;154062,7
24.03.2022;#3;3220349,77
31.03.2022;#6;46677,51
23.03.2022;#4;0
30.03.2022;#4;0
21.03.2022;#4;0
30.03.2022;#5;0
14.03.2022;#5;0
08.03.2022;#3;0
11.03.2022;#8;121961,37
14.06.2019;#1;641951,4
10.03.2022;#12;0
04.04.2022;#14;-90
28.03.2022;#12;0
14.03.2022;#36;0
02.03.2022;#12;-1013,4
17.03.2022;#11;0
17.03.2022;#4;0
02.03.2022;#3;0
22.05.2021;#11;0
10.05.2021;#16;145
02.06.2021;#6;0
13.05.2021;#6;426560,3
24.05.2021;#6;23261
28.05.2021;#4;0
21.05.2021;#4;126622,51
06.05.2021;#5;0
13.05.2021;#3;3257146,05
02.06.2021;#3;-2587,6
19.05.2021;#3;0
04.05.2021;#3;0
14.05.2021;#5;0
29.05.2021;#3;0
15.06.2019;#1;0
17.05.2021;#12;0
28.05.2021;#13;0
25.05.2021;#6;0
10.05.2021;#6;0
03.05.2021;#8;-46,2
20.05.2021;#8;0
22.05.2021;#5;0
17.06.2019;#1;0
03.05.2021;#3;-3888
18.06.2019;#1;0
04.12.2020;#16;0
18.12.2020;#16;36864,8
18.12.2020;#36;1465,92
23.12.2020;#11;0
28.12.2020;#11;331064,23
09.12.2020;#11;0
01.12.2020;#16;0
15.12.2020;#6;0
08.12.2020;#6;0
07.12.2020;#4;0
07.01.2021;#5;0
08.12.2020;#5;0
11.12.2020;#4;58345,05
08.12.2020;#3;0
19.06.2019;#1;0
23.12.2020;#3;-2478,4
30.12.2020;#3;292824,34
24.12.2020;#3;0
19.12.2020;#3;0
20.06.2019;#1;1301472,29
20.12.2020;#3;0
05.12.2020;#3;0
21.06.2019;#1;347446,82
22.06.2019;#1;0
23.06.2019;#1;0
24.06.2019;#1;0
13.12.2020;#13;0
07.12.2020;#12;0
07.12.2020;#13;0
11.12.2020;#13;25079,6
17.12.2020;#14;0
25.06.2019;#1;0
28.12.2020;#36;1353,32
28.12.2020;#14;2428,45
30.12.2020;#20;496
01.09.2020;#16;0
10.09.2020;#16;10738,67
08.09.2020;#16;0
07.09.2020;#16;34915,4
27.08.2020;#5;6384846,77
12.08.2020;#5;0
04.08.2020;#11;0
26.08.2020;#11;0
15.08.2020;#5;0
14.08.2020;#6;117290,65
10.08.2020;#6;0
11.08.2020;#6;0
07.08.2020;#4;0
11.08.2020;#4;0
21.08.2020;#3;2306143,46
19.08.2020;#3;0
02.09.2020;#3;-280,9
17.08.2020;#3;0
07.08.2020;#3;0
26.06.2019;#1;924445,12
27.06.2019;#1;0
28.06.2019;#1;1025800,19
19.08.2020;#12;0
14.08.2020;#13;15326,26
20.08.2020;#13;0
06.08.2020;#12;0
28.08.2020;#12;0
21.08.2020;#13;3600
10.08.2020;#8;0
09.07.2019;#16;0
26.07.2019;#16;17443,09
01.08.2019;#16;0
10.07.2019;#16;226,2
04.09.2019;#16;166
12.09.2019;#16;58252,48
30.09.2019;#16;0
13.09.2019;#16;129284
11.09.2019;#36;0
25.09.2019;#5;0
13.09.2019;#11;38940
21.02.2019;#16;664
21.02.2019;#5;231194,51
21.02.2019;#36;3820,67
06.02.2019;#11;0
25.02.2019;#6;0
05.02.2019;#6;0
28.02.2019;#6;278732,26
08.02.2019;#4;1430,96
19.02.2019;#4;0
04.02.2019;#4;0
20.02.2019;#4;0
01.02.2019;#4;0
26.02.2019;#3;3017343,62
05.02.2019;#3;0
12.02.2019;#3;0
04.02.2019;#3;0
30.11.2018;#16;12561
27.11.2018;#16;243840
02.11.2018;#16;256401
06.11.2018;#5;0
19.11.2018;#6;0
09.11.2018;#4;82837,83
27.11.2018;#4;0
19.11.2018;#4;0
06.11.2018;#4;0
22.11.2018;#5;0
08.11.2018;#3;0
17.11.2018;#5;0
10.10.2018;#3;0
31.10.2018;#5;141386,73
30.10.2018;#5;0
01.10.2018;#5;0
11.10.2018;#5;0
29.06.2019;#1;0
01.10.2018;#12;0
11.10.2018;#12;0
24.10.2018;#20;348
22.10.2018;#12;0
15.12.2020;#20;0
18.12.2020;#20;88,2
28.08.2020;#3;0
30.06.2019;#1;0
16.09.2019;#16;0
30.09.2019;#20;337,17
28.02.2019;#16;23515,59
12.11.2018;#16;12561
26.11.2018;#11;0
04.12.2018;#4;-6620,69
01.07.2019;#1;34644127,54
23.02.2022;#36;0
04.02.2022;#11;0
16.02.2022;#11;0
15.02.2022;#16;0
11.02.2022;#6;42128,72
24.02.2022;#6;6480
11.02.2022;#4;104457,2
09.02.2022;#4;0
14.02.2022;#4;0
22.02.2022;#5;0
10.02.2022;#5;0
08.02.2022;#5;0
25.02.2022;#13;0
08.02.2022;#13;0
24.02.2022;#13;2021,25
25.02.2022;#12;0
01.02.2022;#9;0
09.02.2022;#8;0
25.02.2022;#8;0
09.02.2022;#12;0
21.02.2022;#12;27490
18.02.2022;#36;1174
16.02.2022;#12;0
25.02.2022;#36;0
08.02.2022;#12;0
23.02.2022;#8;0
03.01.2022;#16;0
02.07.2019;#1;-99659,26
20.12.2021;#9;0
09.12.2021;#11;0
15.12.2021;#6;0
15.12.2021;#4;0
21.12.2021;#4;0
29.07.2021;#16;0
27.07.2021;#16;32268,58
08.04.2021;#16;0
28.04.2021;#16;0
30.04.2021;#5;1627503,81
23.04.2021;#11;182696,25
23.04.2021;#16;49402
20.04.2021;#6;0
13.04.2021;#4;0
23.04.2021;#4;123998,93
21.04.2021;#5;0
15.04.2021;#3;0
27.04.2021;#3;0
14.04.2021;#3;0
03.07.2019;#1;0
14.04.2021;#12;0
07.04.2021;#20;0
05.08.2021;#16;0
27.08.2021;#5;11471691,08
11.08.2021;#5;0
06.08.2021;#11;0
20.08.2021;#6;52848,13
13.08.2021;#6;131802,64
09.08.2021;#4;0
05.08.2021;#4;0
11.08.2021;#4;0
06.08.2021;#5;0
16.08.2021;#5;0
05.08.2021;#3;0
04.07.2019;#1;0
13.08.2021;#12;112060,64
24.08.2021;#13;690
04.08.2021;#12;0
20.08.2021;#8;316093,92
09.08.2021;#14;0
01.09.2021;#14;-57,9
03.08.2021;#9;0
18.08.2021;#14;0
21.08.2021;#12;0
13.08.2021;#9;0
09.08.2021;#8;0
01.09.2021;#8;4752,6
02.02.2022;#16;0
28.02.2022;#16;0
31.01.2022;#16;6120
05.07.2019;#1;0
06.07.2019;#1;0
08.07.2019;#1;0
09.07.2019;#1;0
10.07.2019;#1;0
11.07.2019;#1;0
12.07.2019;#1;831551,1
13.07.2019;#1;0
30.09.2021;#16;0
13.09.2021;#16;39061,24
24.09.2021;#16;3685
25.09.2021;#11;0
06.10.2021;#16;0
06.09.2021;#6;0
17.09.2021;#36;2345,01
13.09.2021;#4;117832,26
06.09.2021;#4;0
09.09.2021;#5;0
18.09.2021;#5;0
01.10.2021;#5;-186120,97
03.09.2021;#3;0
25.09.2021;#3;0
15.07.2019;#1;0
16.07.2019;#1;0
14.09.2021;#12;0
20.09.2021;#13;0
13.09.2021;#12;830
10.09.2021;#12;0
19.09.2021;#12;0
13.09.2021;#13;18269,44
17.07.2019;#1;0
06.04.2021;#12;0
16.04.2021;#20;6830
27.04.2021;#12;0
27.04.2021;#20;0
14.04.2021;#20;0
07.04.2021;#8;0
01.04.2021;#36;0
05.03.2020;#16;0
30.03.2020;#16;0
25.03.2020;#16;0
13.03.2020;#5;867450,22
09.03.2020;#11;0
25.03.2020;#11;0
03.04.2020;#16;0
21.03.2020;#6;0
27.03.2020;#6;260761,5
07.04.2020;#6;0
19.03.2020;#6;0
16.03.2020;#4;0
05.03.2020;#5;0
11.03.2020;#3;0
30.03.2020;#5;0
10.03.2020;#3;0
04.03.2020;#3;0
28.02.2020;#5;99419,7
18.02.2020;#11;0
10.02.2020;#16;0
28.02.2020;#3;2497436,26
06.02.2020;#6;0
18.02.2020;#4;0
13.02.2020;#5;0
06.02.2020;#5;0
12.02.2020;#5;0
18.07.2019;#1;0
19.07.2019;#1;731740,56
06.02.2020;#20;0
20.07.2019;#1;0
22.07.2019;#1;0
12.02.2020;#12;0
23.07.2019;#1;0
13.02.2020;#8;0
20.02.2020;#8;0
29.04.2019;#16;3753
18.04.2019;#6;0
05.04.2019;#6;0
04.05.2019;#5;0
03.04.2019;#5;0
15.04.2019;#5;0
01.04.2019;#5;-223152,32
24.07.2019;#1;121067,54
25.07.2019;#1;0
11.04.2019;#14;0
29.04.2019;#12;0
22.09.2021;#6;0
20.03.2020;#16;19332,6
18.03.2020;#16;16600
02.04.2020;#11;0
26.03.2020;#4;0
10.02.2020;#11;0
19.02.2020;#4;0
17.02.2020;#4;0
04.02.2020;#5;-16363,13
24.04.2019;#16;8128
02.04.2019;#4;-2037,18
01.04.2019;#4;0
12.04.2019;#8;152467,02
02.05.2019;#8;0
01.03.2021;#16;77599,32
09.03.2021;#16;0
15.03.2021;#16;0
23.03.2021;#16;0
31.03.2021;#5;3248303,09
24.03.2021;#11;0
22.03.2021;#11;0
04.03.2021;#11;0
19.03.2021;#6;134296,78
25.03.2021;#6;17843,02
08.03.2021;#6;0
03.03.2021;#6;0
05.03.2021;#4;0
24.03.2021;#4;0
09.03.2021;#4;0
23.03.2021;#4;0
15.03.2021;#4;0
17.03.2021;#5;0
18.03.2021;#3;0
02.03.2021;#3;0
06.03.2021;#3;0
26.07.2019;#1;0
27.07.2019;#1;0
19.03.2021;#12;55440
11.03.2021;#12;0
22.03.2021;#12;0
24.06.2021;#16;30294,57
15.06.2021;#16;0
28.06.2021;#5;5084295,3
02.07.2021;#5;-1818,39
09.06.2021;#36;0
01.06.2021;#11;0
30.06.2021;#16;0
28.06.2021;#6;64128,7
22.06.2021;#4;0
11.06.2021;#3;1410169,07
16.06.2021;#9;0
23.06.2021;#13;1835
11.06.2021;#20;429
30.06.2021;#9;3500
18.06.2021;#20;0
14.06.2021;#13;0
24.06.2021;#13;0
11.06.2021;#13;1800
13.06.2021;#8;0
08.06.2021;#6;0
22.10.2018;#36;0
08.10.2018;#11;0
29.10.2018;#11;681212,5
30.10.2018;#11;0
02.10.2018;#16;0
09.10.2018;#4;0
01.10.2018;#4;0
05.10.2018;#5;0
19.01.2022;#12;0
06.01.2022;#8;0
20.01.2022;#12;0
27.01.2022;#36;4732,39
29.07.2019;#1;450123,01
30.07.2019;#1;0
28.10.2021;#16;70035,29
15.10.2021;#16;0
31.07.2019;#1;1233621,81
01.08.2019;#1;34031494,07
02.08.2019;#1;-134244,79
29.10.2021;#36;674
02.11.2021;#11;0
25.10.2021;#11;0
05.10.2021;#11;0
20.10.2021;#11;0
06.10.2021;#6;0
02.11.2021;#4;12545,75
05.10.2021;#4;0
25.10.2021;#4;0
27.10.2021;#5;0
13.10.2021;#3;0
26.10.2021;#3;0
29.10.2021;#13;30506,15
20.10.2021;#13;0
06.10.2021;#12;0
21.10.2021;#13;0
29.10.2021;#20;151,49
13.10.2021;#13;0
11.10.2021;#13;0
28.10.2021;#9;0
18.10.2021;#12;0
01.10.2021;#13;0
29.10.2021;#9;950
29.10.2021;#8;356322,55
25.10.2021;#8;0
01.10.2021;#8;0
03.11.2021;#8;0
26.03.2021;#13;0
08.03.2021;#9;0
26.03.2021;#8;0
11.03.2021;#8;0
15.03.2021;#8;0
04.03.2021;#36;0
22.10.2020;#16;73455,02
12.10.2020;#5;0
02.11.2020;#5;-76,75
14.10.2020;#11;0
27.10.2020;#16;0
10.10.2020;#5;0
06.12.2020;#6;0
23.10.2020;#6;0
14.10.2020;#6;0
20.10.2020;#6;0
02.11.2020;#6;0
16.10.2020;#6;0
03.11.2020;#4;-84,03
21.10.2020;#4;0
15.10.2020;#4;0
06.12.2020;#5;0
07.10.2020;#5;0
22.10.2020;#5;0
06.10.2020;#3;-5043,76
13.10.2020;#3;0
16.10.2020;#3;0
05.10.2020;#3;0
20.10.2020;#3;0
15.10.2020;#3;0
19.10.2020;#20;0
03.08.2019;#1;0
05.08.2019;#1;0
14.10.2020;#12;0
06.10.2020;#13;0
23.10.2020;#12;0
15.10.2020;#8;0
30.10.2020;#8;49621,93
24.10.2020;#8;0
19.02.2021;#5;70765,28
26.02.2021;#36;1154,81
08.02.2021;#16;0
12.02.2021;#5;2193615,63
03.02.2021;#6;0
25.02.2021;#3;0
09.02.2021;#5;0
08.02.2021;#3;0
03.02.2021;#5;-1236,91
20.02.2021;#3;0
22.02.2021;#20;0
23.02.2021;#9;0
06.08.2019;#1;0
07.08.2019;#1;0
08.08.2019;#1;0
09.08.2019;#1;482594,51
02.02.2021;#12;0
19.02.2021;#12;33133,38
02.02.2021;#36;0
25.02.2021;#14;0
09.02.2021;#8;0
12.02.2021;#8;144545,09
21.02.2021;#8;0
22.02.2021;#36;0
17.06.2019;#16;0
03.06.2019;#16;0
01.06.2019;#9;0
10.06.2019;#9;4460,01
14.06.2019;#8;156924,37
24.06.2019;#11;0
19.06.2019;#11;0
01.07.2019;#11;0
10.06.2019;#11;0
06.06.2019;#11;0
20.06.2019;#5;894963,54
10.06.2019;#6;0
02.07.2019;#5;-44725,2
11.06.2019;#5;0
14.06.2019;#3;1071397,99
06.06.2019;#3;0
24.06.2019;#3;0
25.06.2019;#3;0
10.06.2019;#3;1478363,55
03.07.2019;#20;0
26.06.2019;#12;0
14.06.2019;#9;0
12.01.2022;#12;0
15.02.2021;#12;0
26.02.2021;#8;226615,3
11.06.2019;#36;0
10.08.2019;#1;0
11.08.2019;#1;0
27.01.2020;#16;2232
23.07.2019;#11;0
22.07.2019;#11;0
15.07.2019;#11;0
18.07.2019;#11;0
02.08.2019;#16;0
03.07.2019;#16;0
16.07.2019;#6;0
23.07.2019;#6;0
25.07.2019;#4;0
10.07.2019;#4;0
05.08.2019;#3;0
19.07.2019;#20;577,6
12.08.2019;#1;0
13.08.2019;#1;0
14.08.2019;#1;0
15.08.2019;#1;0
16.08.2019;#1;1364863,5
11.07.2019;#9;0
16.07.2019;#13;0
29.07.2019;#14;16006,5
19.07.2019;#9;0
04.07.2019;#12;0
10.07.2019;#8;0
03.08.2019;#8;0
31.07.2019;#36;0
02.12.2019;#16;9800
18.12.2019;#16;173580,84
04.01.2020;#5;0
13.12.2019;#8;81884,24
11.12.2019;#5;0
13.12.2019;#36;4492,7
23.12.2019;#11;0
04.01.2020;#11;0
16.12.2019;#6;0
10.12.2019;#6;0
05.12.2019;#4;0
17.12.2019;#3;-11483,12
05.12.2019;#3;0
02.12.2019;#3;30578,5
20.12.2019;#36;0
19.12.2019;#20;0
17.08.2019;#1;0
19.08.2019;#1;0
20.08.2019;#1;0
21.08.2019;#1;0
22.08.2019;#1;-57,45
19.12.2019;#12;0
18.12.2019;#9;325,36
09.12.2019;#13;0
13.12.2019;#13;16329,36
19.12.2019;#9;0
10.12.2019;#8;0
29.10.2019;#36;1556,5
25.10.2019;#11;0
22.10.2019;#6;0
10.10.2019;#6;0
01.10.2019;#6;0
11.10.2019;#4;0
07.10.2019;#4;-751,93
01.11.2019;#5;0
10.10.2019;#3;0
21.10.2019;#3;0
27.10.2019;#3;0
19.10.2019;#3;0
25.10.2019;#20;0
24.10.2019;#20;0
23.08.2019;#1;793563,87
24.08.2019;#1;0
26.08.2019;#1;0
14.10.2019;#13;0
08.10.2019;#13;0
15.10.2019;#20;0
11.10.2019;#13;0
05.11.2019;#13;0
16.10.2019;#20;0
07.10.2019;#12;0
24.10.2019;#8;2353,2
01.10.2019;#8;0
01.10.2019;#36;0
28.10.2019;#36;0
27.08.2019;#1;0
17.01.2022;#16;53643,85
20.01.2022;#16;0
25.01.2022;#16;0
24.01.2022;#36;0
21.01.2022;#11;160980
28.08.2019;#1;634453,21
17.11.2021;#16;3310
18.11.2021;#16;200
29.08.2019;#1;0
30.08.2019;#1;870010,13
26.11.2021;#5;2557959,77
26.11.2021;#36;0
10.11.2021;#6;0
18.11.2021;#4;0
23.11.2021;#5;3201031,9
09.11.2021;#5;0
01.11.2021;#5;0
28.11.2021;#5;0
15.11.2021;#3;0
24.11.2021;#3;0
16.11.2021;#3;0
09.11.2021;#3;0
25.11.2021;#9;0
18.11.2021;#9;0
09.11.2021;#12;0
02.12.2021;#9;-28,5
26.11.2021;#9;-2983
10.11.2021;#8;0
11.11.2021;#8;0
01.11.2021;#14;0
22.12.2020;#8;0
14.12.2020;#8;0
07.12.2020;#36;0
20.01.2021;#16;0
01.02.2021;#16;7472
11.01.2021;#11;0
18.01.2021;#11;0
12.01.2021;#5;0
14.01.2021;#6;0
29.01.2021;#6;0
28.01.2021;#6;0
08.01.2021;#6;0
21.01.2021;#6;0
15.01.2021;#5;0
18.01.2021;#5;0
22.01.2021;#3;0
18.01.2021;#3;0
28.01.2021;#3;0
20.01.2021;#9;0
18.01.2021;#20;0
08.01.2021;#12;0
26.01.2021;#20;0
17.01.2020;#36;-5887,21
23.01.2020;#36;16961,88
31.01.2020;#11;19392
14.01.2020;#11;0
09.01.2020;#11;0
20.01.2020;#16;0
08.01.2020;#16;0
21.01.2020;#6;0
17.01.2020;#6;-329079,61
08.01.2020;#6;0
31.01.2020;#6;164488,22
30.01.2020;#4;0
20.01.2020;#4;0
28.01.2020;#4;0
17.01.2020;#5;1446690,79
20.01.2020;#5;0
13.01.2020;#5;0
24.01.2020;#3;0
07.01.2020;#20;0
15.01.2020;#3;0
31.08.2019;#1;0
01.09.2019;#1;0
28.01.2020;#13;0
14.01.2020;#12;0
30.01.2020;#12;0
16.01.2020;#13;0
08.01.2020;#13;0
06.01.2020;#12;0
08.01.2020;#8;0
15.01.2020;#8;0
26.06.2020;#16;515
04.06.2020;#16;0
25.06.2020;#11;0
08.06.2020;#11;0
09.06.2020;#11;0
18.06.2020;#16;0
15.06.2020;#5;0
24.06.2020;#6;0
22.06.2020;#6;0
05.06.2020;#6;0
25.06.2020;#6;0
10.06.2020;#6;0
10.06.2020;#4;0
19.06.2020;#4;96129,08
02.07.2020;#4;0
08.06.2020;#5;0
02.07.2020;#3;-38877
04.06.2020;#3;0
24.06.2020;#3;0
01.06.2020;#3;0
14.06.2020;#3;0
02.09.2019;#1;35060087,66
03.09.2019;#1;-156912,4
04.09.2019;#1;0
22.06.2020;#12;0
05.09.2019;#1;0
05.06.2020;#20;0
26.06.2020;#14;0
26.06.2020;#9;47,25
11.06.2020;#14;1450
30.06.2020;#13;0
02.06.2020;#8;0
04.06.2020;#8;0
18.06.2020;#8;0
05.07.2020;#5;0
26.06.2020;#36;370
11.09.2020;#11;800
10.09.2020;#11;0
03.09.2020;#16;0
30.09.2020;#16;9229,67
11.09.2020;#16;0
23.09.2020;#8;247500,18
23.09.2020;#6;263253,28
28.09.2020;#6;6992,07
25.09.2020;#5;0
18.09.2020;#5;2221919,6
08.09.2020;#5;0
06.09.2019;#1;0
06.09.2020;#3;0
07.09.2019;#1;0
09.09.2019;#1;0
27.01.2020;#12;9180
23.09.2020;#12;45945
18.09.2020;#12;40070
28.09.2020;#8;457931,3
25.09.2020;#8;0
01.11.2019;#16;4005,39
14.11.2019;#16;0
08.11.2019;#5;822824,53
13.11.2019;#11;0
07.11.2019;#16;0
27.11.2019;#16;96258,54
18.11.2019;#3;0
15.11.2019;#6;171855,66
18.11.2019;#6;0
11.11.2019;#4;0
27.11.2019;#4;58870,36
13.11.2019;#4;0
21.11.2019;#4;0
28.11.2019;#3;0
21.11.2019;#3;0
20.11.2019;#3;0
10.09.2019;#1;0
19.11.2019;#12;0
11.09.2019;#1;0
12.11.2019;#12;0
22.11.2019;#13;17661,9
29.11.2019;#12;8860
07.11.2019;#13;0
25.11.2019;#13;0
29.11.2019;#8;25963,85
12.11.2019;#8;-970
28.11.2019;#8;0
25.11.2019;#8;0
18.11.2019;#36;0
20.12.2018;#16;8028,8
04.01.2019;#5;0
05.12.2018;#20;0
10.12.2018;#36;0
10.12.2018;#11;0
12.12.2018;#11;0
06.12.2018;#4;0
19.12.2018;#4;0
18.12.2018;#3;1370861,33
19.12.2018;#5;0
07.12.2018;#3;0
12.09.2019;#1;0
13.09.2019;#1;1074110,43
14.09.2019;#1;0
15.09.2019;#1;0
16.09.2019;#1;0
12.12.2018;#13;0
10.12.2018;#20;0
18.12.2018;#8;44399,26
04.01.2019;#8;0
11.01.2019;#16;629611,83
10.01.2019;#16;200
16.01.2019;#5;0
18.01.2019;#36;2571,13
28.01.2019;#11;0
15.01.2019;#11;0
24.01.2019;#11;1101003,72
17.01.2019;#6;0
15.01.2019;#4;0
14.01.2019;#4;0
25.01.2019;#4;0
22.01.2019;#5;0
08.01.2019;#5;0
25.01.2019;#5;0
17.01.2019;#5;0
17.09.2019;#1;0
15.01.2019;#3;0
07.01.2019;#3;0
14.01.2019;#3;0
31.01.2019;#20;0
18.09.2019;#1;0
19.09.2019;#1;0
11.01.2019;#13;10493,85
